-0.498344,0,0.0407514,0,0,0.5,0,0,-0.0407514,0,-0.498344,0,3.28868,0,-9.23232,1|
-0.303548,0,-0.397325,0,0,0.5,0,0,0.397325,0,-0.303548,0,4.24387,0,-8.85635,1|
-0.153669,0,-0.475809,0,0,0.5,0,0,0.475809,0,-0.153669,0,4.94644,0,-7.13982,1|
0.0537029,0,-0.497117,0,0,0.5,0,0,0.497117,0,0.0537029,0,4.65221,0,-4.41557,1|
-0.0560771,0,-0.496855,0,0,0.5,0,0,0.496855,0,-0.0560771,0,4.009,0,-2.98356,1|
0.347216,0,-0.359793,0,0,0.5,0,0,0.359793,0,0.347216,0,2.18574,0,-0.257547,1|
0.485298,0,-0.1204,0,0,0.5,0,0,0.1204,0,0.485298,0,-0.188866,0,1.55622,1|
0.499877,0,-0.0115916,0,0,0.5,0,0,0.0115916,0,0.499877,0,-4.28032,0,1.87449,1|
0.327431,0,0.377889,0,0,0.5,0,0,-0.377889,0,0.327431,0,-4.28032,0,1.87449,1|
-0.215694,0,0.451097,0,0,0.5,0,0,-0.451097,0,-0.215694,0,-4.28032,0,1.87449,1|
-0.470587,0,0.168998,0,0,0.5,0,0,-0.168998,0,-0.470587,0,-3.97403,0,1.23393,1|
-0.396466,0,-0.304675,0,0,0.5,0,0,0.304675,0,-0.396466,0,-1.99345,0,1.28569,1|
-0.396466,0,-0.304675,0,0,0.5,0,0,0.304675,0,-0.396466,0,-0.280719,0,2.60188,1|
