0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,3.41,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0.780002,0,20,1|
-0.0145997,0,0.499788,0,0,0.5,0,0,-0.499788,0,-0.0145997,0,0.780002,0,20,1|
-0.0145997,0,0.499788,0,0,0.5,0,0,-0.499788,0,-0.0145997,0,1.02002,0,11.7833,1|
-0.496502,0,-0.0590658,0,0,0.5,0,0,0.0590658,0,-0.496502,0,1.02002,0,11.7833,1|
-0.499055,0,0.030777,0,0,0.5,0,0,-0.030777,0,-0.499055,0,6.41561,0,11.6614,1|
0.063633,0,-0.495939,0,0,0.5,0,0,0.495939,0,0.063633,0,6.41561,0,11.6614,1|
0.063633,0,-0.495939,0,0,0.5,0,0,0.495939,0,0.063633,0,5.35674,0,19.9138,1|
0.49221,0,0.0879484,0,0,0.5,0,0,-0.0879484,0,0.49221,0,5.35674,0,19.9138,1|
0.49221,0,0.0879484,0,0,0.5,0,0,-0.0879484,0,0.49221,0,3.60446,0,19.6007,1|
